Code,Cause,ISO3,Year,Sex,Age Group.2,Population,Deaths,Death rate per 100 000 population,DALY,DALY rate per 100 000 population
1630,Collective violence and legal intervention,CHN,2010,MLE,25-29,52300000,106.95,0.2,6857.3,13.11
630,Oesophagus cancer,CHN,2010,MLE,25-29,52300000,103.51,0.2,6533.22,12.49
745,Kidney cancer,CHN,2010,MLE,25-29,52300000,89.61,0.17,5877.61,11.24
110,Diarrhoeal diseases,CHN,2010,MLE,25-29,52300000,87.47,0.17,30451.71,58.23
180,Encephalitis,CHN,2010,MLE,25-29,52300000,78.34,0.15,10248.72,19.6
811,Thalassaemias,CHN,2010,MLE,25-29,52300000,74.04,0.14,10081.03,19.28
1242,Paralytic ileus and intestinal obstruction,CHN,2010,MLE,25-29,52300000,71.72,0.14,4738.86,9.06
742,Testicular cancer,CHN,2010,MLE,25-29,52300000,65.63,0.13,4561.26,8.72
690,Melanoma and other skin cancers,CHN,2010,MLE,25-29,52300000,62.08,0.12,3963.07,7.58
190,Acute hepatitis B,CHN,2010,MLE,25-29,52300000,45.17,0.09,5693.93,10.89
1241,Gastritis and duodenitis,CHN,2010,MLE,25-29,52300000,35.11,0.07,6311.95,12.07
750,Bladder cancer,CHN,2010,MLE,25-29,52300000,32.99,0.06,2277.52,4.35
752,Gallbladder and biliary tract cancer,CHN,2010,MLE,25-29,52300000,33.5,0.06,2113.59,4.04
754,Thyroid cancer,CHN,2010,MLE,25-29,52300000,32.51,0.06,2247.84,4.3
740,Prostate cancer,CHN,2010,MLE,25-29,52300000,25.98,0.05,1746.73,3.34
550,Protein-energy malnutrition,CHN,2010,MLE,25-29,52300000,27.33,0.05,24217.41,46.3
1244,Inflammatory bowel disease,CHN,2010,MLE,25-29,52300000,27.05,0.05,4385.26,8.38
1330,Skin diseases,CHN,2010,MLE,25-29,52300000,23.8,0.05,137768.5,263.42
1246,Gallbladder and biliary diseases,CHN,2010,MLE,25-29,52300000,19.25,0.04,12996.1,24.85
753,Larynx cancer,CHN,2010,MLE,25-29,52300000,20.64,0.04,1398.72,2.67
755,Mesothelioma,CHN,2010,MLE,25-29,52300000,18.14,0.03,1144.12,2.19
400,Upper respiratory infections,CHN,2010,MLE,25-29,52300000,13.19,0.03,36276.65,69.36
1240,Appendicitis,CHN,2010,MLE,25-29,52300000,14.37,0.03,2370.33,4.53
980,Multiple sclerosis,CHN,2010,MLE,25-29,52300000,12.49,0.02,1048.08,2
700,Breast cancer,CHN,2010,MLE,25-29,52300000,8.53,0.02,563.07,1.08
1350,Rheumatoid arthritis,CHN,2010,MLE,25-29,52300000,11.18,0.02,5173.09,9.89
1290,Urolithiasis,CHN,2010,MLE,25-29,52300000,10.97,0.02,1753.16,3.35
160,Tetanus,CHN,2010,MLE,25-29,52300000,9.65,0.02,609.68,1.17
285,Cysticercosis,CHN,2010,MLE,25-29,52300000,5.23,0.01,10875.23,20.79
250,Schistosomiasis,CHN,2010,MLE,25-29,52300000,2.71,0.01,3172.4,6.07
130,Whooping cough,CHN,2010,MLE,25-29,52300000,4.28,0.01,279.98,0.54
50,Syphilis,CHN,2010,MLE,25-29,52300000,4.69,0.01,516.12,0.99
60,Chlamydia,CHN,2010,MLE,25-29,52300000,0,0,7215.12,13.8
70,Gonorrhoea,CHN,2010,MLE,25-29,52300000,0.43,0,3281.57,6.27
80,Trichomoniasis,CHN,2010,MLE,25-29,52300000,0,0,201.29,0.38
85,Genital herpes,CHN,2010,MLE,25-29,52300000,0,0,683.15,1.31
260,Leishmaniasis,CHN,2010,MLE,25-29,52300000,0,0,1.33,0
270,Lymphatic filariasis,CHN,2010,MLE,25-29,52300000,0,0,0,0
280,Onchocerciasis,CHN,2010,MLE,25-29,52300000,0,0,0,0
200,Acute hepatitis C,CHN,2010,MLE,25-29,52300000,1.8,0,118.54,0.23
300,Dengue,CHN,2010,MLE,25-29,52300000,0.46,0,2342.23,4.48
310,Trachoma,CHN,2010,MLE,25-29,52300000,0,0,6.63,0.01
205,Acute hepatitis E,CHN,2010,MLE,25-29,52300000,1.89,0,504.77,0.97
220,Malaria,CHN,2010,MLE,25-29,52300000,0.58,0,51.67,0.1
1060,Macular degeneration,CHN,2010,MLE,25-29,52300000,0,0,0,0
1070,Other vision loss,CHN,2010,MLE,25-29,52300000,0,0,13058.68,24.97
1080,Other hearing loss,CHN,2010,MLE,25-29,52300000,0,0,161398.2,308.6
1310,Infertility,CHN,2010,MLE,25-29,52300000,0,0,84172.29,160.94
1320,Gynecological diseases,CHN,2010,MLE,25-29,52300000,0,0,0,0
1470,Oral conditions,CHN,2010,MLE,25-29,52300000,0,0,59348.19,113.48
1505,Sudden infant death syndrome,CHN,2010,MLE,25-29,52300000,0,0,0,0
1360,Osteoarthritis,CHN,2010,MLE,25-29,52300000,0,0,0,0
1370,Gout,CHN,2010,MLE,25-29,52300000,0,0,5537.27,10.59
1380,Back and neck pain,CHN,2010,MLE,25-29,52300000,0,0,180242.4,344.63
1280,Benign prostatic hyperplasia,CHN,2010,MLE,25-29,52300000,0,0,0,0
140,Diphtheria,CHN,2010,MLE,25-29,52300000,0.39,0,24.2,0.05
150,Measles,CHN,2010,MLE,25-29,52300000,0.84,0,54.32,0.1
295,Echinococcosis,CHN,2010,MLE,25-29,52300000,1.79,0,481.09,0.92
240,Chagas disease,CHN,2010,MLE,25-29,52300000,0,0,0,0
230,African trypanosomiasis,CHN,2010,MLE,25-29,52300000,0,0,0,0
315,Yellow fever,CHN,2010,MLE,25-29,52300000,0,0,0,0
340,Ascariasis,CHN,2010,MLE,25-29,52300000,0.47,0,232.51,0.44
350,Trichuriasis,CHN,2010,MLE,25-29,52300000,0,0,630.27,1.21
360,Hookworm disease,CHN,2010,MLE,25-29,52300000,0,0,2171.82,4.15
362,Food-bourne trematodes,CHN,2010,MLE,25-29,52300000,0,0,48859.02,93.42
365,Leprosy,CHN,2010,MLE,25-29,52300000,0,0,17.36,0.03
410,Otitis media,CHN,2010,MLE,25-29,52300000,0.02,0,14471.96,27.67
420,Maternal conditions,CHN,2010,MLE,25-29,52300000,0,0,0,0
490,Neonatal conditions,CHN,2010,MLE,25-29,52300000,0,0,97067.41,185.6
560,Iodine deficiency,CHN,2010,MLE,25-29,52300000,0,0,10023.26,19.16
570,Vitamin A deficiency,CHN,2010,MLE,25-29,52300000,0,0,1074.59,2.05
580,Iron-deficiency anaemia,CHN,2010,MLE,25-29,52300000,0,0,23297.12,44.55
186,Acute hepatitis A,CHN,2010,MLE,25-29,52300000,0,0,2262.18,4.33
710,Cervix uteri cancer,CHN,2010,MLE,25-29,52300000,0,0,0,0
720,Corpus uteri cancer,CHN,2010,MLE,25-29,52300000,0,0,0,0
730,Ovary cancer,CHN,2010,MLE,25-29,52300000,0,0,0,0
812,Sickle cell disorders and trait,CHN,2010,MLE,25-29,52300000,2.35,0,285,0.54
830,Depressive disorders,CHN,2010,MLE,25-29,52300000,0,0,164323.7,314.19
840,Bipolar disorder,CHN,2010,MLE,25-29,52300000,0,0,29117.51,55.67
850,Schizophrenia,CHN,2010,MLE,25-29,52300000,0,0,173156.5,331.08
880,Anxiety disorders,CHN,2010,MLE,25-29,52300000,0,0,115874.7,221.56
890,Eating disorders,CHN,2010,MLE,25-29,52300000,0.46,0,22389.3,42.81
900,Autism and Asperger syndrome,CHN,2010,MLE,25-29,52300000,0,0,49358.18,94.38
910,Childhood behavioural disorders,CHN,2010,MLE,25-29,52300000,0,0,17678.05,33.8
920,Idiopathic intellectual disability,CHN,2010,MLE,25-29,52300000,0,0,24011.39,45.91
950,Alzheimer disease and other dementias,CHN,2010,MLE,25-29,52300000,0,0,0,0
960,Parkinson disease,CHN,2010,MLE,25-29,52300000,2.54,0,339.31,0.65
990,Migraine,CHN,2010,MLE,25-29,52300000,0,0,151515.5,289.7
1000,Non-migraine headache,CHN,2010,MLE,25-29,52300000,0,0,26812.89,51.27
1030,Glaucoma,CHN,2010,MLE,25-29,52300000,0,0,0,0
1040,Cataracts,CHN,2010,MLE,25-29,52300000,0,0,501.83,0.96
1050,Uncorrected refractive errors,CHN,2010,MLE,25-29,52300000,0,0,67183.47,128.46
1530,Road injury,CHN,2010,MLE,30-34,50300000,17483.15,34.76,1076415,2139.99
1130,Ischaemic heart disease,CHN,2010,MLE,30-34,50300000,5815.91,11.56,343467.1,682.84
1140,Stroke,CHN,2010,MLE,30-34,50300000,5184.39,10.31,330505.5,657.07
1610,Self-harm,CHN,2010,MLE,30-34,50300000,4540.46,9.03,264631.8,526.11
1550,Falls,CHN,2010,MLE,30-34,50300000,3060.5,6.08,236487.4,470.15
100,HIV/AIDS,CHN,2010,MLE,30-34,50300000,2676,5.32,158773.7,315.65
1230,Cirrhosis of the liver,CHN,2010,MLE,30-34,50300000,2591.11,5.15,151817.3,301.82
1575,Exposure to mechanical forces,CHN,2010,MLE,30-34,50300000,2556.78,5.08,165207.9,328.45
660,Liver cancer,CHN,2010,MLE,30-34,50300000,2025.41,4.03,117513.4,233.63
1570,Drowning,CHN,2010,MLE,30-34,50300000,1840.87,3.66,107174.6,213.07
640,Stomach cancer,CHN,2010,MLE,30-34,50300000,1793.38,3.57,104969.8,208.69
1270,Kidney diseases,CHN,2010,MLE,30-34,50300000,1606.27,3.19,125756.7,250.01
680,"Trachea, bronchus, lung cancers",CHN,2010,MLE,30-34,50300000,1545.97,3.07,89752.59,178.43
650,Colon and rectum cancers,CHN,2010,MLE,30-34,50300000,1484.22,2.95,88040.81,175.03
770,Leukaemia,CHN,2010,MLE,30-34,50300000,1419.86,2.82,83457.66,165.92
860,Alcohol use disorders,CHN,2010,MLE,30-34,50300000,1131.15,2.25,280599.9,557.85
30,Tuberculosis,CHN,2010,MLE,30-34,50300000,939.05,1.87,70356.47,139.87
1540,Poisonings,CHN,2010,MLE,30-34,50300000,911.4,1.81,54192.93,107.74
751,Brain and nervous system cancers,CHN,2010,MLE,30-34,50300000,864.48,1.72,50586.1,100.57
1620,Interpersonal violence,CHN,2010,MLE,30-34,50300000,800.52,1.59,83847.47,166.69
970,Epilepsy,CHN,2010,MLE,30-34,50300000,701.6,1.39,74324.78,147.76
870,Drug use disorders,CHN,2010,MLE,30-34,50300000,680.5,1.35,206641.4,410.82
390,Lower respiratory infections,CHN,2010,MLE,30-34,50300000,606.33,1.21,36727.85,73.02
1180,Chronic obstructive pulmonary disease,CHN,2010,MLE,30-34,50300000,600.99,1.19,67328.88,133.85
760,"Lymphomas, multiple myeloma",CHN,2010,MLE,30-34,50300000,556.97,1.11,33069.72,65.74
800,Diabetes mellitus,CHN,2010,MLE,30-34,50300000,525.64,1.05,126797.8,252.08
1400,Congenital anomalies,CHN,2010,MLE,30-34,50300000,501.45,1,68773.16,136.73
620,Mouth and oropharynx cancers,CHN,2010,MLE,30-34,50300000,485.89,0.97,29844.94,59.33
1150,"Cardiomyopathy, myocarditis, endocarditis",CHN,2010,MLE,30-34,50300000,400.71,0.8,23640.8,47
630,Oesophagus cancer,CHN,2010,MLE,30-34,50300000,398.83,0.79,23186.13,46.1
670,Pancreas cancer,CHN,2010,MLE,30-34,50300000,376.77,0.75,21841.1,43.42
320,Rabies,CHN,2010,MLE,30-34,50300000,316.01,0.63,18236.01,36.25
1110,Rheumatic heart disease,CHN,2010,MLE,30-34,50300000,316.42,0.63,30800.85,61.23
1560,"Fire, heat and hot substances",CHN,2010,MLE,30-34,50300000,317.37,0.63,31020.95,61.67
1580,Natural disasters,CHN,2010,MLE,30-34,50300000,311.88,0.62,21143.91,42.04
1120,Hypertensive heart disease,CHN,2010,MLE,30-34,50300000,291.99,0.58,17800.59,35.39
1220,Peptic ulcer disease,CHN,2010,MLE,30-34,50300000,288.26,0.57,18345.4,36.47
1248,Pancreatitis,CHN,2010,MLE,30-34,50300000,214.84,0.43,13139.64,26.12
745,Kidney cancer,CHN,2010,MLE,30-34,50300000,165.32,0.33,9960.01,19.8
170,Meningitis,CHN,2010,MLE,30-34,50300000,153.33,0.3,9982.28,19.85
1190,Asthma,CHN,2010,MLE,30-34,50300000,124.24,0.25,24506.15,48.72
690,Melanoma and other skin cancers,CHN,2010,MLE,30-34,50300000,125.65,0.25,7404.76,14.72
1630,Collective violence and legal intervention,CHN,2010,MLE,30-34,50300000,120.26,0.24,7145.73,14.21
752,Gallbladder and biliary tract cancer,CHN,2010,MLE,30-34,50300000,98.48,0.2,5720.33,11.37
750,Bladder cancer,CHN,2010,MLE,30-34,50300000,94.2,0.19,5956.56,11.84
110,Diarrhoeal diseases,CHN,2010,MLE,30-34,50300000,92.63,0.18,30220.51,60.08
190,Acute hepatitis B,CHN,2010,MLE,30-34,50300000,85.09,0.17,8983.53,17.86
1242,Paralytic ileus and intestinal obstruction,CHN,2010,MLE,30-34,50300000,84.11,0.17,5155.85,10.25
742,Testicular cancer,CHN,2010,MLE,30-34,50300000,80.81,0.16,5191.74,10.32
811,Thalassaemias,CHN,2010,MLE,30-34,50300000,73.16,0.15,9834.5,19.55
1241,Gastritis and duodenitis,CHN,2010,MLE,30-34,50300000,75.94,0.15,11089.43,22.05
180,Encephalitis,CHN,2010,MLE,30-34,50300000,70.74,0.14,9273.81,18.44
753,Larynx cancer,CHN,2010,MLE,30-34,50300000,38.85,0.08,2358.02,4.69
754,Thyroid cancer,CHN,2010,MLE,30-34,50300000,33.88,0.07,2215.62,4.4
740,Prostate cancer,CHN,2010,MLE,30-34,50300000,37.71,0.07,2322.49,4.62
1246,Gallbladder and biliary diseases,CHN,2010,MLE,30-34,50300000,37.05,0.07,21071.54,41.89
1330,Skin diseases,CHN,2010,MLE,30-34,50300000,35.7,0.07,116790.7,232.19
1244,Inflammatory bowel disease,CHN,2010,MLE,30-34,50300000,30.01,0.06,5520.63,10.98
550,Protein-energy malnutrition,CHN,2010,MLE,30-34,50300000,30.54,0.06,24605.73,48.92
755,Mesothelioma,CHN,2010,MLE,30-34,50300000,31.88,0.06,1850.76,3.68
980,Multiple sclerosis,CHN,2010,MLE,30-34,50300000,25.11,0.05,1792.83,3.56
1240,Appendicitis,CHN,2010,MLE,30-34,50300000,19.15,0.04,2434.26,4.84
1350,Rheumatoid arthritis,CHN,2010,MLE,30-34,50300000,18.13,0.04,6797.21,13.51
1290,Urolithiasis,CHN,2010,MLE,30-34,50300000,17.67,0.04,2868.29,5.7
700,Breast cancer,CHN,2010,MLE,30-34,50300000,19.77,0.04,1191.58,2.37
160,Tetanus,CHN,2010,MLE,30-34,50300000,16.35,0.03,948.05,1.88
400,Upper respiratory infections,CHN,2010,MLE,30-34,50300000,16.82,0.03,34193.12,67.98
285,Cysticercosis,CHN,2010,MLE,30-34,50300000,8.05,0.02,12093.72,24.04
295,Echinococcosis,CHN,2010,MLE,30-34,50300000,2.87,0.01,535.44,1.06
200,Acute hepatitis C,CHN,2010,MLE,30-34,50300000,3.31,0.01,196.74,0.39
205,Acute hepatitis E,CHN,2010,MLE,30-34,50300000,3.15,0.01,470.03,0.93
250,Schistosomiasis,CHN,2010,MLE,30-34,50300000,4.57,0.01,3408.57,6.78
130,Whooping cough,CHN,2010,MLE,30-34,50300000,3.86,0.01,233.76,0.46
50,Syphilis,CHN,2010,MLE,30-34,50300000,4.44,0.01,557.55,1.11
960,Parkinson disease,CHN,2010,MLE,30-34,50300000,7.05,0.01,931.32,1.85
1310,Infertility,CHN,2010,MLE,30-34,50300000,0,0,99985.26,198.78
1320,Gynecological diseases,CHN,2010,MLE,30-34,50300000,0,0,0,0
1280,Benign prostatic hyperplasia,CHN,2010,MLE,30-34,50300000,0,0,0,0
1360,Osteoarthritis,CHN,2010,MLE,30-34,50300000,0,0,3662.94,7.28
1370,Gout,CHN,2010,MLE,30-34,50300000,0,0,11269.03,22.4
1380,Back and neck pain,CHN,2010,MLE,30-34,50300000,0,0,211962.8,421.4
990,Migraine,CHN,2010,MLE,30-34,50300000,0,0,156489.7,311.11
1000,Non-migraine headache,CHN,2010,MLE,30-34,50300000,0,0,28587.67,56.83
1030,Glaucoma,CHN,2010,MLE,30-34,50300000,0,0,0,0
1040,Cataracts,CHN,2010,MLE,30-34,50300000,0,0,1303.95,2.59
1050,Uncorrected refractive errors,CHN,2010,MLE,30-34,50300000,0,0,69838.83,138.84
1060,Macular degeneration,CHN,2010,MLE,30-34,50300000,0,0,0,0
1070,Other vision loss,CHN,2010,MLE,30-34,50300000,0,0,14868.14,29.56
1080,Other hearing loss,CHN,2010,MLE,30-34,50300000,0,0,193669.5,385.03
1470,Oral conditions,CHN,2010,MLE,30-34,50300000,0,0,69403.12,137.98
1505,Sudden infant death syndrome,CHN,2010,MLE,30-34,50300000,0,0,0,0
60,Chlamydia,CHN,2010,MLE,30-34,50300000,0,0,7251.02,14.42
70,Gonorrhoea,CHN,2010,MLE,30-34,50300000,0.4,0,1903.06,3.78
80,Trichomoniasis,CHN,2010,MLE,30-34,50300000,0,0,327.59,0.65
85,Genital herpes,CHN,2010,MLE,30-34,50300000,0,0,910.64,1.81
140,Diphtheria,CHN,2010,MLE,30-34,50300000,0.56,0,32.26,0.06
150,Measles,CHN,2010,MLE,30-34,50300000,0.6,0,36.01,0.07
260,Leishmaniasis,CHN,2010,MLE,30-34,50300000,0,0,1.31,0
270,Lymphatic filariasis,CHN,2010,MLE,30-34,50300000,0,0,0,0
280,Onchocerciasis,CHN,2010,MLE,30-34,50300000,0,0,0,0
220,Malaria,CHN,2010,MLE,30-34,50300000,1.27,0,89.09,0.18
230,African trypanosomiasis,CHN,2010,MLE,30-34,50300000,0,0,0,0
240,Chagas disease,CHN,2010,MLE,30-34,50300000,0,0,0,0
300,Dengue,CHN,2010,MLE,30-34,50300000,0.48,0,1787.09,3.55
310,Trachoma,CHN,2010,MLE,30-34,50300000,0,0,18.5,0.04
315,Yellow fever,CHN,2010,MLE,30-34,50300000,0,0,0,0
340,Ascariasis,CHN,2010,MLE,30-34,50300000,0.7,0,227.48,0.45
350,Trichuriasis,CHN,2010,MLE,30-34,50300000,0,0,465.67,0.93
360,Hookworm disease,CHN,2010,MLE,30-34,50300000,0,0,1812.28,3.6
362,Food-bourne trematodes,CHN,2010,MLE,30-34,50300000,0,0,46742.14,92.93
365,Leprosy,CHN,2010,MLE,30-34,50300000,0,0,23.76,0.05
410,Otitis media,CHN,2010,MLE,30-34,50300000,0.01,0,11484.34,22.83
420,Maternal conditions,CHN,2010,MLE,30-34,50300000,0,0,0,0
490,Neonatal conditions,CHN,2010,MLE,30-34,50300000,0,0,88936.22,176.81
560,Iodine deficiency,CHN,2010,MLE,30-34,50300000,0,0,11077.34,22.02
570,Vitamin A deficiency,CHN,2010,MLE,30-34,50300000,0,0,1022.56,2.03
580,Iron-deficiency anaemia,CHN,2010,MLE,30-34,50300000,0,0,23666.64,47.05
710,Cervix uteri cancer,CHN,2010,MLE,30-34,50300000,0,0,0,0
720,Corpus uteri cancer,CHN,2010,MLE,30-34,50300000,0,0,0,0
730,Ovary cancer,CHN,2010,MLE,30-34,50300000,0,0,0,0
186,Acute hepatitis A,CHN,2010,MLE,30-34,50300000,0,0,1770.9,3.52
812,Sickle cell disorders and trait,CHN,2010,MLE,30-34,50300000,1.92,0,249.32,0.5
830,Depressive disorders,CHN,2010,MLE,30-34,50300000,0,0,175206.5,348.32
840,Bipolar disorder,CHN,2010,MLE,30-34,50300000,0,0,26573.99,52.83
850,Schizophrenia,CHN,2010,MLE,30-34,50300000,0,0,198490.8,394.61
880,Anxiety disorders,CHN,2010,MLE,30-34,50300000,0,0,108230.8,215.17
890,Eating disorders,CHN,2010,MLE,30-34,50300000,1.44,0,22289.88,44.31
900,Autism and Asperger syndrome,CHN,2010,MLE,30-34,50300000,0,0,44958,89.38
910,Childhood behavioural disorders,CHN,2010,MLE,30-34,50300000,0,0,13016.23,25.88
920,Idiopathic intellectual disability,CHN,2010,MLE,30-34,50300000,0,0,22311.57,44.36
950,Alzheimer disease and other dementias,CHN,2010,MLE,30-34,50300000,0,0,0,0
1530,Road injury,CHN,2010,MLE,35-39,62700000,22538.53,35.95,1296214,2067.33
1130,Ischaemic heart disease,CHN,2010,MLE,35-39,62700000,10867.7,17.33,592061.5,944.28
1140,Stroke,CHN,2010,MLE,35-39,62700000,10622,16.94,615945.7,982.37
100,HIV/AIDS,CHN,2010,MLE,35-39,62700000,7184,11.46,385532.8,614.88
1230,Cirrhosis of the liver,CHN,2010,MLE,35-39,62700000,5814.88,9.27,311955.4,497.54
1610,Self-harm,CHN,2010,MLE,35-39,62700000,5478.01,8.74,292572,466.62
660,Liver cancer,CHN,2010,MLE,35-39,62700000,4882.27,7.79,259037.3,413.14
1550,Falls,CHN,2010,MLE,35-39,62700000,4605.56,7.35,332099.1,529.66
640,Stomach cancer,CHN,2010,MLE,35-39,62700000,4329.02,6.9,231068.4,368.53
680,"Trachea, bronchus, lung cancers",CHN,2010,MLE,35-39,62700000,3765.5,6.01,199924,318.86
1575,Exposure to mechanical forces,CHN,2010,MLE,35-39,62700000,3697.77,5.9,221127.7,352.68
650,Colon and rectum cancers,CHN,2010,MLE,35-39,62700000,3082.53,4.92,167717.9,267.49
1270,Kidney diseases,CHN,2010,MLE,35-39,62700000,2536.71,4.05,186089.3,296.79
860,Alcohol use disorders,CHN,2010,MLE,35-39,62700000,2109.72,3.36,372744.1,594.49
1570,Drowning,CHN,2010,MLE,35-39,62700000,2069.25,3.3,110477,176.2
770,Leukaemia,CHN,2010,MLE,35-39,62700000,1848.74,2.95,100029.3,159.54
30,Tuberculosis,CHN,2010,MLE,35-39,62700000,1485.48,2.37,104138.5,166.09
751,Brain and nervous system cancers,CHN,2010,MLE,35-39,62700000,1397.16,2.23,74633.24,119.03
630,Oesophagus cancer,CHN,2010,MLE,35-39,62700000,1366.12,2.18,72607.65,115.8
1180,Chronic obstructive pulmonary disease,CHN,2010,MLE,35-39,62700000,1217.57,1.94,113327.2,180.75
1540,Poisonings,CHN,2010,MLE,35-39,62700000,1121.47,1.79,61158.76,97.54
620,Mouth and oropharynx cancers,CHN,2010,MLE,35-39,62700000,1112.92,1.77,61896.6,98.72
670,Pancreas cancer,CHN,2010,MLE,35-39,62700000,1038.81,1.66,55067.13,87.83
760,"Lymphomas, multiple myeloma",CHN,2010,MLE,35-39,62700000,913.08,1.46,49671.76,79.22
800,Diabetes mellitus,CHN,2010,MLE,35-39,62700000,903.6,1.44,217276.9,346.53
390,Lower respiratory infections,CHN,2010,MLE,35-39,62700000,861.3,1.37,47746.08,76.15
1620,Interpersonal violence,CHN,2010,MLE,35-39,62700000,811.39,1.29,91248.63,145.53
970,Epilepsy,CHN,2010,MLE,35-39,62700000,798,1.27,80866.87,128.97
870,Drug use disorders,CHN,2010,MLE,35-39,62700000,643.42,1.03,178595,284.84
1120,Hypertensive heart disease,CHN,2010,MLE,35-39,62700000,634.96,1.01,35736.27,57
1110,Rheumatic heart disease,CHN,2010,MLE,35-39,62700000,624.12,1,49691.69,79.25
1150,"Cardiomyopathy, myocarditis, endocarditis",CHN,2010,MLE,35-39,62700000,586.71,0.94,31629.3,50.45
1220,Peptic ulcer disease,CHN,2010,MLE,35-39,62700000,589.29,0.94,33617.51,53.62
1400,Congenital anomalies,CHN,2010,MLE,35-39,62700000,476.59,0.76,73109.45,116.6
320,Rabies,CHN,2010,MLE,35-39,62700000,474.25,0.76,25022.86,39.91
1560,"Fire, heat and hot substances",CHN,2010,MLE,35-39,62700000,394.9,0.63,38404.91,61.25
1580,Natural disasters,CHN,2010,MLE,35-39,62700000,389.87,0.62,24482.78,39.05
745,Kidney cancer,CHN,2010,MLE,35-39,62700000,366.12,0.58,20189.97,32.2
1248,Pancreatitis,CHN,2010,MLE,35-39,62700000,336.23,0.54,19016.84,30.33
690,Melanoma and other skin cancers,CHN,2010,MLE,35-39,62700000,257.88,0.41,13837.54,22.07
752,Gallbladder and biliary tract cancer,CHN,2010,MLE,35-39,62700000,232.15,0.37,12332.04,19.67
750,Bladder cancer,CHN,2010,MLE,35-39,62700000,220.41,0.35,12782.98,20.39
1190,Asthma,CHN,2010,MLE,35-39,62700000,186.21,0.3,32852.04,52.4
170,Meningitis,CHN,2010,MLE,35-39,62700000,181.12,0.29,10936.81,17.44
190,Acute hepatitis B,CHN,2010,MLE,35-39,62700000,164.69,0.26,14405.42,22.98
1241,Gastritis and duodenitis,CHN,2010,MLE,35-39,62700000,144.72,0.23,20978.48,33.46
1242,Paralytic ileus and intestinal obstruction,CHN,2010,MLE,35-39,62700000,122.31,0.2,6933.41,11.06
1630,Collective violence and legal intervention,CHN,2010,MLE,35-39,62700000,120.93,0.19,6875.73,10.97
753,Larynx cancer,CHN,2010,MLE,35-39,62700000,121.29,0.19,6634.82,10.58
811,Thalassaemias,CHN,2010,MLE,35-39,62700000,102.17,0.16,13018.95,20.76
110,Diarrhoeal diseases,CHN,2010,MLE,35-39,62700000,100.68,0.16,37284.4,59.46
742,Testicular cancer,CHN,2010,MLE,35-39,62700000,85.92,0.14,5114.05,8.16
180,Encephalitis,CHN,2010,MLE,35-39,62700000,83.36,0.13,10797.99,17.22
1246,Gallbladder and biliary diseases,CHN,2010,MLE,35-39,62700000,74.78,0.12,41321.31,65.9
755,Mesothelioma,CHN,2010,MLE,35-39,62700000,60.89,0.1,3232.94,5.16
740,Prostate cancer,CHN,2010,MLE,35-39,62700000,61.75,0.1,3496.42,5.58
754,Thyroid cancer,CHN,2010,MLE,35-39,62700000,58.66,0.09,3475.77,5.54
1330,Skin diseases,CHN,2010,MLE,35-39,62700000,56.23,0.09,139478.1,222.45
980,Multiple sclerosis,CHN,2010,MLE,35-39,62700000,53.06,0.08,3326.68,5.31
550,Protein-energy malnutrition,CHN,2010,MLE,35-39,62700000,49.27,0.08,32677.76,52.12
1244,Inflammatory bowel disease,CHN,2010,MLE,35-39,62700000,46.69,0.07,8654.09,13.8
700,Breast cancer,CHN,2010,MLE,35-39,62700000,37.5,0.06,2063.92,3.29
1290,Urolithiasis,CHN,2010,MLE,35-39,62700000,29.02,0.05,4802.1,7.66
1350,Rheumatoid arthritis,CHN,2010,MLE,35-39,62700000,33.23,0.05,11449.1,18.26
1240,Appendicitis,CHN,2010,MLE,35-39,62700000,26.19,0.04,2932.93,4.68
160,Tetanus,CHN,2010,MLE,35-39,62700000,26.63,0.04,1411.12,2.25
400,Upper respiratory infections,CHN,2010,MLE,35-39,62700000,24.32,0.04,42328.7,67.51
285,Cysticercosis,CHN,2010,MLE,35-39,62700000,11.15,0.02,16264.95,25.94
960,Parkinson disease,CHN,2010,MLE,35-39,62700000,9.89,0.02,2128.26,3.39
295,Echinococcosis,CHN,2010,MLE,35-39,62700000,5.16,0.01,749.87,1.2
130,Whooping cough,CHN,2010,MLE,35-39,62700000,3.65,0.01,203.87,0.33
50,Syphilis,CHN,2010,MLE,35-39,62700000,8.26,0.01,882.44,1.41
200,Acute hepatitis C,CHN,2010,MLE,35-39,62700000,5.37,0.01,290.41,0.46
205,Acute hepatitis E,CHN,2010,MLE,35-39,62700000,6.14,0.01,607.8,0.97
250,Schistosomiasis,CHN,2010,MLE,35-39,62700000,9.22,0.01,4315.45,6.88
260,Leishmaniasis,CHN,2010,MLE,35-39,62700000,0,0,1.6,0
270,Lymphatic filariasis,CHN,2010,MLE,35-39,62700000,0,0,0,0
280,Onchocerciasis,CHN,2010,MLE,35-39,62700000,0,0,0,0
220,Malaria,CHN,2010,MLE,35-39,62700000,1.05,0,73.58,0.12
230,African trypanosomiasis,CHN,2010,MLE,35-39,62700000,0,0,0,0
240,Chagas disease,CHN,2010,MLE,35-39,62700000,0,0,0,0
60,Chlamydia,CHN,2010,MLE,35-39,62700000,0,0,7775.5,12.4
70,Gonorrhoea,CHN,2010,MLE,35-39,62700000,0.51,0,1530.79,2.44
80,Trichomoniasis,CHN,2010,MLE,35-39,62700000,0,0,488.81,0.78
